source_index,s_m,x_m,y_m,w_tr_right_m,w_tr_left_m,segment_length_to_next_m
1126,103.7103591383,89663.8597991578,43165.2773163785,3.4176797592,3.5637244302,0.0932866986
1127,103.8036458368,89663.8487259482,43165.1846892110,3.4183622659,3.5448836841,0.0931259491
1128,103.8967717859,89663.8427739694,43165.0917536616,3.4463043424,3.5296937856,0.0925405810
1129,103.9893123669,89663.8503391101,43164.9995228220,3.4627458250,3.5283255783,0.0931689072
1130,104.0824812742,89663.8690713988,43164.9082564720,3.4706615300,3.5421351789,0.0931643683
1131,104.1756456425,89663.8916301211,43164.8178645279,3.4787615961,3.5678956047,0.0916052113
1132,104.2672508538,89663.9106470325,43164.7282549758,3.5011698084,3.6011192732,0.0892879643
1133,104.3565388180,89663.9187538884,43164.6393358021,3.5455053171,3.6343013590,0.0887377755
1134,104.4452765935,89663.9104734801,43164.5509852071,3.6124309739,3.6573553227,0.0906919111
1135,104.5359685046,89663.8886838618,43164.4629497866,3.6758041854,3.6644101872,0.0930193846
1136,104.6289878892,89663.8585699402,43164.3749398006,3.7316051979,3.6499746731,0.0943298935
1137,104.7233177827,89663.8253166981,43164.2866655082,3.7853481009,3.6100567859,0.0941521263
1138,104.8174699091,89663.7941044779,43164.1978374709,3.8285266920,3.5454000598,0.0931363757
1139,104.9106062847,89663.7685830745,43164.1082660333,3.8565825820,3.4610939181,0.0924317665
1140,105.0030380513,89663.7486692109,43164.0180049148,3.8712630768,3.3630311885,0.0920820579
1141,105.0951201092,89663.7337211902,43163.9271442409,3.8764101336,3.3450338903,0.0919856653
1142,105.1871057744,89663.7230973159,43163.8357741369,3.8760754481,3.3708391630,0.0920515016
1143,105.2791572761,89663.7161558912,43163.7439847280,3.8735290012,3.4027039533,0.0922011364
1144,105.3713584125,89663.7122552195,43163.6518661397,3.8708725485,3.4386003435,0.0923698488
1145,105.4637282612,89663.7107536040,43163.5595084973,3.8691710981,3.4761239654,0.0925069247
1146,105.5562351859,89663.7110093480,43163.4670019261,3.8688463706,3.5404426973,0.0925755332
1147,105.6488107191,89663.7123807549,43163.3744365515,3.8566584487,3.6574631185,0.0925524517
1148,105.7413631708,89663.7142261279,43163.2819024987,3.8383867636,3.7551289857,0.0924278321
1149,105.8337910029,89663.7159037705,43163.1894898932,3.8166889160,3.8303181909,0.0922051207
1150,105.9259961236,89663.7167719857,43163.0972888603,3.7926496548,3.8818851591,0.0919011837
1151,106.0178973073,89663.7161890771,43163.0053895252,3.7678584153,3.9106261505,0.0915466234
1152,106.1094439306,89663.7135133479,43162.9138820134,3.7442802379,3.9190097735,0.0911862047
1153,106.2006301354,89663.7081031013,43162.8228564501,3.7086978586,3.9107028712,0.0908792365
1154,106.2915093719,89663.6993166407,43162.7324029608,3.6689646679,3.8899751544,0.0906988811
1155,106.3822082529,89663.6865223663,43162.6426110148,3.6357180363,3.8611010593,0.0906869638
1156,106.4728952167,89663.6694415262,43162.5535471595,3.6106152406,3.8281532893,0.0908091751
1157,106.5637043918,89663.6482320214,43162.4652495764,3.5880730159,3.7947024842,0.0910386613
1158,106.6547430531,89663.6230788489,43162.3777546865,3.5716168676,3.7632986060,0.0913516181
1159,106.7460946712,89663.5941670060,43162.2910989107,3.5643555157,3.7355013772,0.0917254513
1160,106.8378201225,89663.5616814898,43162.2053186703,3.5659180740,3.7120508359,0.0921389348
1161,106.9299590573,89663.5258072976,43162.1204503862,3.5757321015,3.6930849286,0.0925723001
1162,107.0225313574,89663.4867294264,43162.0365304795,3.5931267846,3.6783507987,0.0930072681
1163,107.1155386256,89663.4446328737,43161.9535953714,3.6174095454,3.6673786556,0.0934270377
1164,107.2089656633,89663.3997026364,43161.8716814828,3.6336527309,3.6596076088,0.0938162401
1165,107.3027819034,89663.3521237118,43161.7908252347,3.6092620425,3.6544666712,0.0941608711
1166,107.3969427745,89663.3020810971,43161.7110630484,3.5913171968,3.6517379092,0.0944482082
1167,107.4913909827,89663.2497597895,43161.6324313448,3.5790806108,3.6511212797,0.0946667196
1168,107.5860577023,89663.1953447861,43161.5549665451,3.5719049123,3.6497692244,0.0948059700
1169,107.6808636723,89663.1390210843,43161.4787050701,3.5692186564,3.6504017032,0.0948565277
1170,107.7757202000,89663.0809736810,43161.4036833412,3.5705095918,3.6515974419,0.0948098734
1171,107.8705300734,89663.0213875737,43161.3299377792,3.5753068587,3.6531116609,0.0946583154
1172,107.9651883888,89662.9604477594,43161.2575048053,3.5831634588,3.6547361366,0.0943949088
1173,108.0595832977,89662.8983392353,43161.1864208405,3.5936412105,3.6562875192,0.0940133823
1174,108.1535966799,89662.8352469986,43161.1167223059,3.6063016605,3.6575970623,0.0935080705
1175,108.2471047504,89662.7713560466,43161.0484456225,3.6207071333,3.6585044543,0.0928813757
1176,108.3399861261,89662.7068503366,43160.9816177590,3.6364302029,3.6588641850,0.0922787428
1177,108.4322648689,89662.6418928229,43160.9160747368,3.6529871858,3.6586680836,0.0918298695
1178,108.5240947384,89662.5766269561,43160.8514752664,3.6512996228,3.6580488978,0.0915302415
1179,108.6156249799,89662.5111954477,43160.7874713382,3.6482829266,3.6571843931,0.0913737463
1180,108.7069987262,89662.4457410093,43160.7237149425,3.6457651166,3.6562999977,0.0913581832
1181,108.7983569093,89662.3804063524,43160.6598580694,3.6432652187,3.6556685382,0.0914853207
1182,108.8898422301,89662.3153341690,43160.5955527442,3.6403336121,3.6556063855,0.0917156962
1183,108.9815579263,89662.2505866851,43160.5305948173,3.6367172827,3.6563147460,0.0919022683
1184,109.0734601946,89662.1859622379,43160.4652518166,3.6327416825,3.6575281996,0.0920105056
1185,109.1654707002,89662.1212051510,43160.3998878139,3.6289215533,3.6589507957,0.0920415407
1186,109.2575122409,89662.0560597482,43160.3348668811,3.6258848774,3.6603883792,0.0920027621
1187,109.3495150030,89661.9902703530,43160.2705530900,3.6243938864,3.6617648700,0.0919078606
1188,109.4414228636,89661.9235812891,43160.2073105126,3.6253425268,3.6631151499,0.0917769315
1189,109.5331997951,89661.8557368802,43160.1455032207,3.6297229664,3.6645459996,0.0916366020
1190,109.6248363972,89661.7864814499,43160.0854952862,3.6385630817,3.6661663436,0.0915201346
1191,109.7163565317,89661.7155593218,43160.0276507810,3.6369301100,3.6679990588,0.0914670745
1192,109.8078236062,89661.6427195617,43159.9723281359,3.6107021741,3.6699023124,0.0914993909
1193,109.8993229971,89661.5678848646,43159.9196792361,3.5901265802,3.6717743304,0.0915937076
1194,109.9909167047,89661.4911974639,43159.8695948090,3.5754219996,3.6736137719,0.0917287178
1195,110.0826454225,89661.4128136754,43159.8219488295,3.5665425844,3.6752316728,0.0918855529
1196,110.1745309755,89661.3328898151,43159.7766152724,3.5632339429,3.6762972186,0.0920467589
1197,110.2665777344,89661.2515821990,43159.7334681127,3.5650936792,3.6764227169,0.0921963099
1198,110.3587740443,89661.1690471430,43159.6923813255,3.5716398345,3.6752450073,0.0923195910
1199,110.4510936353,89661.0854409630,43159.6532288855,3.5823721334,3.6724873380,0.0924033579
1200,110.5434969931,89661.0009199750,43159.6158847677,3.5871611234,3.6679939822,0.0924359690
1201,110.6359329622,89660.9156399974,43159.5802233911,3.5792553838,3.6617371991,0.0924324860
1202,110.7283654482,89660.8297140328,43159.5461573804,3.5748055909,3.6537420085,0.0924327371
1203,110.8207981853,89660.7431799507,43159.5136664044,3.5735439879,3.6440096853,0.0924398338
1204,110.9132380190,89660.6560680113,43159.4827369219,3.5752709375,3.6325821028,0.0924525211
1205,111.0056905401,89660.5684084750,43159.4533553914,3.5798371217,3.6195237293,0.0924695790
1206,111.0981601191,89660.4802316017,43159.4255082718,3.5871325389,3.6048990742,0.0924898234
1207,111.1906499425,89660.3915676520,43159.3991820216,3.5970757457,3.5887581749,0.0925121064
1208,111.2831620489,89660.3024468859,43159.3743630997,3.6096048074,3.5746640358,0.0925353167
1209,111.3756973656,89660.2128995637,43159.3510379648,3.6246705533,3.5861957441,0.0925583796
1210,111.4682557452,89660.1229559456,43159.3291930755,3.6422320860,3.5973902078,0.0925802570
1211,111.5608360022,89660.0326462918,43159.3088148905,3.6486897096,3.6082134732,0.0925999475
1212,111.6534359497,89659.9420008627,43159.2898898685,3.6479335994,3.6186419714,0.0926164861
1213,111.7460524358,89659.8510499184,43159.2724044683,3.6495739410,3.6286579448,0.0926289436
1214,111.8386813793,89659.7598237191,43159.2563451485,3.6535569740,3.6382467381,0.0926364265
1215,111.9313178058,89659.6683525251,43159.2416983679,3.6598341826,3.6473953463,0.0926380766
1216,112.0239558823,89659.5766665967,43159.2284505852,3.6683618129,3.6560917265,0.0926330701
1217,112.1165889525,89659.4847961939,43159.2165882590,3.6791005189,3.6643245461,0.0926206176
1218,112.2092095701,89659.3927715772,43159.2060978481,3.6920150312,3.6720831713,0.0925999630
1219,112.3018095331,89659.3006230067,43159.1969658111,3.7070737637,3.6793577893,0.0925703831
1220,112.3943799162,89659.2083807426,43159.1891786069,3.7242482458,3.6861396135,0.0925311871
1221,112.4869111033,89659.1160750452,43159.1827226940,3.7385652711,3.6924211281,0.0924817156
1222,112.5793928189,89659.0237361747,43159.1775845312,3.7245419194,3.6981962628,0.0924213404
1223,112.6718141592,89658.9313943914,43159.1737505772,3.7126563890,3.7034603520,0.0923494634
1224,112.7641636226,89658.8390799554,43159.1712072906,3.7028579552,3.7082097336,0.0922655165
1225,112.8564291392,89658.7468231271,43159.1699411303,3.6950983612,3.7124407851,0.0921689606
1226,112.9485980997,89658.6546541665,43159.1699385549,3.6893298134,3.7161482964,0.0920592849
1227,113.0406573846,89658.5626033341,43159.1711860231,3.6855027615,3.7193232830,0.0919360068
1228,113.1325933914,89658.4707008900,43159.1736699936,3.6835640171,3.7219506542,0.0917988312
1229,113.2243922226,89658.3789769293,43159.1773768055,3.6834559333,3.7240076173,0.0916698546
1230,113.3160620773,89658.2874380734,43159.1822757956,3.6851000936,3.7254824301,0.0915931801
1231,113.4076552574,89658.1960433378,43159.1883018188,3.6883834126,3.7263963461,0.0915717617
1232,113.4992270191,89658.1047459765,43159.1953855571,3.6931981005,3.7267753436,0.0916030878
1233,113.5908301069,89658.0134992432,43159.2034576922,3.6994573661,3.7266545585,0.0916847853
1234,113.6825148922,89657.9222563918,43159.2124489058,3.7071091058,3.7260903213,0.0918146320
1235,113.7743295241,89657.8309706762,43159.2222898798,3.7126109787,3.7251742571,0.0919905685
1236,113.8663200926,89657.7395953501,43159.2329112959,3.6962520384,3.7240484927,0.0922105310
1237,113.9585306237,89657.6480838940,43159.2442442312,3.6808079175,3.7229204805,0.0924304475
1238,114.0509610712,89657.5564452089,43159.2563164732,3.6663122248,3.7219756262,0.0925558147
1239,114.1435168859,89657.4648156967,43159.2693783010,3.6531418789,3.7212537965,0.0925822529
1240,114.2360991388,89657.3733496239,43159.2837111676,3.6418236993,3.7208475287,0.0925222647
1241,114.3286214034,89657.2822012567,43159.2995965260,3.6330044399,3.7209132407,0.0923914626
1242,114.4210128660,89657.1915248615,43159.3173158293,3.6274293235,3.7216191521,0.0922087095
1243,114.5132215756,89657.1014747047,43159.3371505305,3.6258835813,3.7230521207,0.0919962646
1244,114.6052178401,89657.0122050525,43159.3593820825,3.6290912547,3.7250807417,0.0917799113
1245,114.6969977515,89656.9238701715,43159.3842919385,3.6375786711,3.7271901180,0.0915890416
1246,114.7885867931,89656.8366243280,43159.4121615514,3.6515312414,3.7283308878,0.0914566572
1247,114.8800434503,89656.7506217882,43159.4432723743,3.6706944477,3.7268510247,0.0914192497
1248,114.9714627000,89656.6660168186,43159.4779058601,3.6873561044,3.7205835100,0.0915139381
1249,115.0629766382,89656.5829140723,43159.5162299313,3.6974800557,3.7072494272,0.0916978218
1250,115.1546744599,89656.5009603745,43159.5573648548,3.7106625916,3.6859073064,0.0918316859
1251,115.2465061459,89656.4195553190,43159.5998651546,3.7245725771,3.6689817247,0.0918401407
1252,115.3383462866,89656.3380960872,43159.6422798336,3.7372329346,3.6675062407,0.0917283530
1253,115.4300746396,89656.2559798644,43159.6831579047,3.7470972406,3.6687795799,0.0915941989
1254,115.5216688385,89656.1727412490,43159.7213787130,3.7533238071,3.6739748069,0.0915505258
1255,115.6132193643,89656.0884146599,43159.7570231397,3.7565266690,3.6829834267,0.0915828282
1256,115.7048021926,89656.0031481240,43159.7904451726,3.7575590449,3.6952881203,0.0916607287
1257,115.7964629213,89655.9170896681,43159.8219987992,3.7570764941,3.7101893384,0.0917586582
1258,115.8882215795,89655.8303873190,43159.8520380073,3.7555014472,3.7263866111,0.0918559335
1259,115.9800775130,89655.7431891037,43159.8809167843,3.7530775136,3.7400303826,0.0919367589
1260,116.0720142719,89655.6556430488,43159.9089891180,3.7499693889,3.7538334590,0.0919901892
1261,116.1640044611,89655.5678971814,43159.9366089960,3.7463633005,3.7670653523,0.0920100860
1262,116.2560145471,89655.4800995281,43159.9641304060,3.7425383043,3.7791718583,0.0919950842
1263,116.3480096313,89655.3923981159,43159.9919073354,3.7388959548,3.7898052745,0.0919485828
1264,116.4399582141,89655.3049409716,43160.0202937721,3.7359474076,3.7988126741,0.0918787598
1265,116.5318369739,89655.2178761221,43160.0496437035,3.7342636341,3.8061850866,0.0917986068
1266,116.6236355807,89655.1313515941,43160.0803111174,3.7344005019,3.8119755909,0.0917259676
1267,116.7153615483,89655.0455154146,43160.1126500014,3.7368183903,3.8162031270,0.0916835574
1268,116.8070451057,89654.9605156103,43160.1470143431,3.7418233143,3.8187682618,0.0916973783
1269,116.8987424841,89654.8764740994,43160.1836944962,3.7494878866,3.8194788725,0.0917589147
1270,116.9905013987,89654.7932476883,43160.2223346685,3.7590740225,3.8186958388,0.0918162672
1271,117.0823176659,89654.7105387724,43160.2622027278,3.7694304030,3.8171118465,0.0918347200
1272,117.1741523860,89654.6280478272,43160.3025618627,3.7795200194,3.8154434918,0.0918003396
1273,117.2659527256,89654.5454753284,43160.3426752618,3.7885198141,3.8144965253,0.0917197879
1274,117.3576725135,89654.4625217514,43160.3818061136,3.7958409626,3.8146795304,0.0916203897
1275,117.4492929032,89654.3788875718,43160.4192176067,3.8010620724,3.8112734347,0.0915505552
1276,117.5408434585,89654.2942861037,43160.4542046867,3.8038351003,3.8109276136,0.0915592647
1277,117.6324027232,89654.2086696841,43160.4866535332,3.8043510328,3.8139102076,0.0916293403
1278,117.7240320635,89654.1222020517,43160.5169732391,3.8031737846,3.8197316848,0.0917263000
1279,117.8157583635,89654.0350542339,43160.5455909252,3.8006813729,3.8276915585,0.0918225107
1280,117.9075808742,89653.9473972579,43160.5729337127,3.7947968522,3.8369667939,0.0918973578
1281,117.9994782320,89653.8594021510,43160.5994287222,3.7838706204,3.8464556336,0.0919371919
1282,118.0914154239,89653.7712399404,43160.6255030749,3.7711267427,3.8438630228,0.0919352630
1283,118.1833506869,89653.6830816533,43160.6515838916,3.7569068856,3.8420582590,0.0918916806
1284,118.2752423674,89653.5950983170,43160.6780982933,3.7417945428,3.8406139743,0.0918134144
1285,118.3670557819,89653.5074609588,43160.7054734009,3.7265774383,3.8391677514,0.0917143375
1286,118.4587701193,89653.4203406059,43160.7341363353,3.7121696050,3.8373716455,0.0916152920
1287,118.5503854113,89653.3339082856,43160.7645142174,3.6995147096,3.8348254127,0.0915458688
1288,118.6419312801,89653.2483037613,43160.7969566513,3.6894107547,3.8310993343,0.0915313460
1289,118.7334626260,89653.1634886759,43160.8313715984,3.6820516424,3.8260928052,0.0915608859
1290,118.8250235119,89653.0793616826,43160.8675108406,3.6773069628,3.8197319251,0.0916181415
1291,118.9166416535,89652.9958213620,43160.9051259797,3.6748978073,3.8118396612,0.0916891199
1292,119.0083307734,89652.9127662947,43160.9439686174,3.6744326679,3.8021958923,0.0917622126
1293,119.1000929859,89652.8300950614,43160.9837903556,3.6754577249,3.7906039818,0.0918281977
1294,119.1919211836,89652.7477062426,43161.0243427960,3.6775078752,3.7769497334,0.0918802292
1295,119.2838014128,89652.6654984189,43161.0653775404,3.6801485394,3.7612446413,0.0919138215
1296,119.3757152343,89652.5833701710,43161.1066461904,3.6830030200,3.7436513618,0.0919268354
1297,119.4676420697,89652.5012200794,43161.1479003480,3.6857635963,3.7244921829,0.0919194693
1298,119.5595615389,89652.4189467248,43161.1888916148,3.6881861836,3.7042410715,0.0918942584
1299,119.6514557973,89652.3364486878,43161.2293715926,3.6900695916,3.6852710666,0.0918560802
1300,119.7433118775,89652.2536245489,43161.2690918832,3.6912229507,3.6783064640,0.0918121655
1301,119.8351240430,89652.1703728888,43161.3078040884,3.6914292444,3.6724743428,0.0917721097
1302,119.9268961527,89652.0865922881,43161.3452598098,3.6904172559,3.6681687325,0.0917479051
1303,120.0186440578,89652.0021835071,43161.3812158356,3.6878603741,3.6657151209,0.0917487972
1304,120.1103928551,89651.9171791485,43161.4157426483,3.6837317315,3.6650397532,0.0917575289
1305,120.2021503839,89651.8318167815,43161.4493984117,3.6785343443,3.6655046202,0.0917542476
1306,120.2939046315,89651.7463516788,43161.4827834110,3.6728607806,3.6664193560,0.0917327792
1307,120.3856374107,89651.6610391129,43161.5164979314,3.6673695829,3.6671028237,0.0917008562
1308,120.4773382670,89651.5761343565,43161.5511422580,3.6627775587,3.6668780508,0.0916801474
1309,120.5690184143,89651.4918898380,43161.5873100685,3.6598179546,3.6650607650,0.0916954866
1310,120.6607139009,89651.4083712135,43161.6251611137,3.6587347875,3.6614113483,0.0917293683
1311,120.7524432693,89651.3253449674,43161.6641600814,3.6589902094,3.6564273177,0.0917552350
1312,120.8441985042,89651.2425506841,43161.7037091624,3.6599565958,3.6506864024,0.0917603676
1313,120.9359588718,89651.1597279480,43161.7432105477,3.6610031125,3.6448112468,0.0917459443
1314,121.0277048161,89651.0766163433,43161.7820664282,3.6615073707,3.6394866270,0.0917270378
